"target_construct","predictor","Q_mod","Q_df","Q_mod_p","P_adj_fdr","P_adj_holm"
"construct_a","cohort_type",0.144598090042368,2,0.930252666783332,0.930252666783332,1
"construct_a","contact_count",1.15319138741305,1,0.282882075670322,0.867318765899914,1
"construct_a","contact_duration_band",0.749557034438296,2,0.687441518390291,0.867318765899914,1
"construct_a","exposure_window",0.938053216050062,2,0.625610936663384,0.867318765899914,1
"construct_a","group_balance_metric",197.352263165444,56,1.22712211244273e-17,1.47254653493127e-16,1.47254653493127e-16
"construct_a","implementation_agent",1.20238043395245,2,0.548158819741616,0.867318765899914,1
"construct_a","implementation_context",0.46208396238974,2,0.793706144603485,0.867318765899914,1
"construct_a","intensity_band",0.458720162731521,2,0.795042202074921,0.867318765899914,1
"construct_a","measurement_stage",3.04518311488201,1,0.0809769831627457,0.485861898976474,0.890746814790203
"construct_a","onset_band",1.28968614587613,2,0.524744882318368,0.867318765899914,1
"construct_a","pub_year",0.736957229448089,1,0.39063733281581,0.867318765899914,1
"construct_a","reporting_flag",0.101771240834606,1,0.74971434124071,0.867318765899914,1
"construct_b","cohort_type",1.13728036211552,2,0.566294973999157,0.755059965332209,1
"construct_b","contact_count",0.101772638278543,1,0.749712680388694,0.817868378605848,1
"construct_b","contact_duration_band",5.81457716381877,2,0.054623636776774,0.327741820660644,0.600860004544514
"construct_b","exposure_window",3.07770203607115,2,0.214627563008873,0.740816164309727,1
"construct_b","group_balance_metric",161.054918925577,62,9.54239930362829e-11,1.14508791643539e-09,1.14508791643539e-09
"construct_b","implementation_agent",2.79723012896761,2,0.246938721436576,0.740816164309727,1
"construct_b","implementation_context",1.3946568184623,2,0.497913750247473,0.74687062537121,1
"construct_b","intensity_band",1.56668003255664,2,0.456877481843012,0.74687062537121,1
"construct_b","measurement_stage",0.018604522625042,1,0.891506341073949,0.891506341073949,1
"construct_b","onset_band",1.74195976505283,2,0.418541227011744,0.74687062537121,1
"construct_b","pub_year",0.134481468315164,1,0.713830012435764,0.817868378605848,1
"construct_b","reporting_flag",0.707989317243791,1,0.4001121190069,0.74687062537121,1
"construct_c","cohort_type",2.54441710017953,2,0.280212075476243,0.682069571333989,1
"construct_c","contact_count",1.64510633483105,1,0.19962629594841,0.682069571333989,1
"construct_c","contact_duration_band",0.450672179683082,2,0.798247890663645,0.989551062121778,1
"construct_c","exposure_window",0.286797097983157,2,0.866408693764411,0.989551062121778,1
"construct_c","group_balance_metric",45.6877870545044,64,0.95948936323751,0.989551062121778,1
"construct_c","implementation_agent",3.91502207494772,2,0.141209448918759,0.682069571333989,1
"construct_c","implementation_context",2.36503857239564,2,0.30650558981654,0.682069571333989,1
"construct_c","intensity_band",3.09846268698828,2,0.212411182330284,0.682069571333989,1
"construct_c","measurement_stage",0.714742444519963,1,0.397873916611494,0.682069571333989,1
"construct_c","onset_band",0.0210078226151224,2,0.989551062121778,0.989551062121778,1
"construct_c","pub_year",0.822838613572527,1,0.364351527081629,0.682069571333989,1
"construct_c","reporting_flag",0.00626898275039869,1,0.936891911716113,0.989551062121778,1
